年度,学校コード,学部(研究科)番号,所在地,連番,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,b-1研究者,b-2農林水産技術者,b-3製造技術者（開発）機械,b-3製造技術者（開発）電気,b-3製造技術者（開発）科学,b-3製造技術者（開発）その他,b-4製造技術者（開発を除く）機械,b-4製造技術者（開発を除く）電気,b-4製造技術者（開発を除く）科学,b-4製造技術者（開発を除く）その他,b-5建築・土木・測量技術者,b-6情報処理・通信技術者,b-7その他の技術者,b-8教員_幼稚園,b-8教員_小学校,b-8教員_中学校,b-8教員_高等学校,b-8教員_中等教育学校,b-8教員_高等専門学校,b-8教員_短期大学,b-8教員_大学,b-8教員_特別支援学校,b-8教員_その他,b-9医師，歯科医師,b-9獣医師,b-9薬剤師,b-10保健師，助産師，看護師,b-11医療技術者,b-12その他の保健医療従事者(栄養士),b-12その他の保健医療従事者(その他),b-13美術・写真・デザイナー・音楽・舞台,b-14その他,a管理的職業従事者,c事務従事者,d販売従事者,eサービス職業従事者,f保安職業従事者,g-1農林業従事者,g-2漁業従事者,h生産工程従事者,i輸送・機械運転従事者,j建設・採掘従事者,k運搬・清掃・包装等従事者,左記以外（職）,職業別計,A農業・林業,B漁業,C鉱業・採石業・砂利採取業,D建設業,E-1食料品・飲料・たばこ・飼料製造業,E-2繊維工業,E-3印刷・同関連業,E-4化学工業・石油製品・石炭製品製造業,E-5鉄鋼業・非鉄金属・金属製品製造業,E-6はん用・生産用・業務用機械器具製造業,E-7電子部品・デバイス・電子回路製造業,E-8電気・情報通信機械器具製造業,E-9輸送用機械器具製造業,E-10その他の製造業,F電気・ガス・熱供給・水道業,G情報通信業,H運輸業・郵便業,I-1卸売業,I-2小売業,J-1金融業,J-2保険業,K-1不動産取引・賃貸・管理業,K-2物品賃貸業,L-1学術・開発研究機関,L-2法務,L-3その他の専門技術サービス業,M宿泊業，飲食サービス業,N生活関連サービス業，娯楽業,O-1学校教育,O-2その他の教育、学習支援業,P-1保険業、保険衛生,P-2社会保険・社会福祉・介護事業,Q複合サービス事業,R-1宗教,R-2その他のサービス業,S-1国家公務,S-2地方公務,左記以外（産）,産業別計
2024,F101110100010,1K36,01,1,北海道大学,2,国際食資源学院,1,1,国際食資源学,L9E6,男,1,,,,,1,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,,,1,,,,,,,,,,2,,,,1,,,,,,,,1,6
2024,F101110100010,1K36,01,1,北海道大学,2,国際食資源学院,1,1,国際食資源学,L9E6,女,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,4
2024,F101110100010,1M04,01,1,北海道大学,1,医学部保健学科,,1,保健,O902,男,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,14,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,17,,,,,,,,18
2024,F101110100010,1M04,01,1,北海道大学,1,医学部保健学科,,1,保健,O902,女,,,,,,,,,,,,,,,,,,,,,,,,,,,42,29,,,,3,,,1,,,,,,,,,1,76,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,74,,,,,,,1,76
2024,F101110100010,1M10,01,1,北海道大学,1,薬学部（修業年限４年）,,1,薬科学,M510,男,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,4
2024,F101110100010,1M10,01,1,北海道大学,1,薬学部（修業年限４年）,,1,薬科学,M510,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
2024,F101110100010,1M81,01,1,北海道大学,2,医学院,1,1,医科学,M137,男,1,,,,,,,,1,,,5,,,,,,,,,,,,1,,,,1,,1,,2,,1,,,,,,,,,,,13,,,,,,,,1,,,,,,,,4,,,1,,,,,1,,2,,,,,3,,,,,,1,,13
2024,F101110100010,1M81,01,1,北海道大学,2,医学院,1,1,医科学,M137,女,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,3,6,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,6
2024,F101110100010,1S01,01,1,北海道大学,1,教育学部,,1,教育,S101,男,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,14,,4,,,,,,,,5,24,1,,,0,1,,,,1,,,0,1,1,,1,1,1,0,2,1,2,,,,1,,0,0,3,,0,,,1,3,2,1,24
2024,F101110100010,1S01,01,1,北海道大学,1,教育学部,,1,教育,S101,女,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,12,,0,,,,,,,,2,15,0,,,1,1,,,,0,,,1,0,0,,0,0,0,1,0,0,0,,,,0,,1,1,1,,1,,,1,2,4,0,15
2024,F101110100010,1Y68,01,1,北海道大学,2,生命科学院,1,1,ソフトマター,F9F8,男,1,,,,1,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,11,1,,,,1,,,2,,1,,,,,,2,,,1,,,,,,,3,,,,,,,,,,,,,11
2024,F101110100010,1Y68,01,1,北海道大学,2,生命科学院,1,1,ソフトマター,F9F8,女,1,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5
2024,F101110100010,2C01,01,1,北海道大学,2,法学研究科,2,1,法学研究科,C140,男,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,4
2024,F101110100010,2C01,01,1,北海道大学,2,法学研究科,2,1,法学研究科,C140,女,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,3,,3,,1,,,,,,,,,9,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,2,,,,1,,,,,,1,1,,9
2024,F101110100010,2D60,01,1,北海道大学,2,経済学院,2,1,現代経済経営,C288,男,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,13,,,,,,1,,,,,1,1,,,1,4,,,1,2,,,,1,,1,,,,,,,,,,,,,13
2024,F101110100010,2D60,01,1,北海道大学,2,経済学院,2,1,現代経済経営,C288,女,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,8,,,,,,,,,,,1,,,,,1,1,,,,,,,,,4,,,,,,,,,,1,,,8
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,数学,E101,男,,,1,,,,,1,,,,14,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,2,22,,,,,,,,,,1,,3,,,,10,,1,1,1,1,,,,,3,,,,1,,,,,,,,,22
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,数学,E101,女,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,物性物理学,E219,男,,,1,2,1,1,1,,,2,,2,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,15,,,,,,,,,,1,4,2,1,,1,3,,,,1,1,,,,,,,,,,,,,,,,1,,15
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,物性物理学,E219,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,宇宙理学,E210,男,,,1,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,2,16,,,,,,,2,,,,,2,,,2,4,1,1,,,,,,,,2,,,,,,,,,,2,,,16
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,宇宙理学,E210,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,自然史科学,F9B7,男,2,2,,,2,2,1,,1,1,3,4,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,26,,,,1,2,,,1,3,1,,,,,1,5,,,,1,,1,,3,,3,,1,,1,,,,,,,2,,26
2024,F101110100010,2E28,01,1,北海道大学,2,理学院,2,1,自然史科学,F9B7,女,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,1,10,,,,,1,,,1,,,,,,1,,2,,1,,,1,,,,,,,,,2,,,,,,,1,,10
2024,F101110100010,2E31,01,1,北海道大学,2,総合化学院,2,1,総合化学,F9D1,男,6,,0,2,17,3,2,1,3,,2,9,3,,,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,27,79,,,,4,2,,,26,7,2,2,9,2,3,,8,1,3,,,,,,,,7,,,1,,,,,,,2,,0,79
2024,F101110100010,2E31,01,1,北海道大学,2,総合化学院,2,1,総合化学,F9D1,女,6,,2,0,6,0,1,0,1,,0,2,0,,,,0,,,,,,,,,,,,,,,,,0,,1,0,,,,,,,7,26,,,,1,3,,,6,2,2,1,2,1,0,,2,1,2,,,,,,,,1,,,0,,,,,,,1,,1,26
2024,F101110100010,2G60,01,1,北海道大学,2,工学院,2,1,北方圏環境政策工学,J9AF,男,1,,,,,,,,,,6,3,2,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,26,,,,6,,,,,,,,,,,3,2,4,,,,,,,,,6,,,,,,,,,,2,2,1,26
2024,F101110100010,2G60,01,1,北海道大学,2,工学院,2,1,北方圏環境政策工学,J9AF,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2
2024,F101110100010,2G60,01,1,北海道大学,2,工学院,2,1,エネルギー環境システム,J9Z9,男,3,,5,1,,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,18,,,,1,1,,,2,,2,1,,6,2,1,,,,,1,,,,1,,,,,,,,,,,,,,,18
2024,F101110100010,2G60,01,1,北海道大学,2,工学院,2,1,エネルギー環境システム,J9Z9,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,建築都市空間デザイン,G365,男,1,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,9,,,,,,,,,,,,1,,,,,,1,,1,,2,,,,,,,,,,,1,,15
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,建築都市空間デザイン,G365,女,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,空間性能システム,G366,男,,,1,1,,2,,,,,11,1,1,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,21,,,,11,,,,,,,,1,,1,5,1,,,,,,,,,,1,,,,,,,,,,1,,,21
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,空間性能システム,G366,女,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,5,,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,5
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,応用物理学,G501,男,,,,8,,,,1,1,,,5,6,,,,,,,,,,,,,,,,,,,2,,2,,1,,,,,,,,,26,,,,,,,1,,,1,3,8,,1,1,6,,,,,,,,,,3,,,,,,,,,1,,1,,26
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,応用物理学,G501,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,材料科学,J911,男,,,6,8,2,9,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,1,,,,7,,5,3,5,1,2,4,,,,,,,,,,1,,,,,,,,,,,,,29
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,材料科学,J911,女,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,量子理工学,J975,男,1,,7,3,1,1,1,,,1,,2,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,21,,,,,,,1,,4,1,7,,1,,1,2,1,,,,,,,,,2,,,,,,,1,,,,,,21
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,量子理工学,J975,女,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,機械宇宙工学,J9AA,男,,,12,,,3,2,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,26,,,,2,,,,,,4,,1,9,1,1,4,,,,,,,,,,1,,,,,,,,,1,2,,,26
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,機械宇宙工学,J9AA,女,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,3
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,人間機械システムデザイン,J9AB,男,,,10,1,,1,1,,,,,4,2,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,21,,,,,,,,,1,5,2,2,4,1,,4,,1,,,,,,,,,,,,,,,,,,,1,,21
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,人間機械システムデザイン,J9AB,女,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,3
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境フィールド工学,J9AC,男,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,20,,,,1,,,,,,,,1,,,3,2,3,1,,,,,,,,7,,,,,,,,,,2,,,20
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境フィールド工学,J9AC,女,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境創生工学,J9AD,男,,,2,1,1,,,,,1,2,1,6,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,,,,,,19,,,,1,,,,,,1,,1,1,2,3,1,,,,1,,,,,,5,,,,,,,1,,,1,1,,19
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境創生工学,J9AD,女,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境循環システム,J9AE,男,,,,,,,1,,,9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,2,1,,,,2,1,1,,,,8,,,,2,,,,,,,,1,,,,,,,,,,,,1,19
2024,F101110100010,2G60,01,2,北海道大学,2,工学院,2,1,環境循環システム,J9AE,女,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2
2024,F101110100010,2K28,01,1,北海道大学,2,水産科学院,2,1,海洋生物資源科学,K823,男,,3,2,,,1,,,,1,,1,5,,,,,,,,,,,,,,,,,,,2,1,2,4,1,,,,,,,,,23,1,,,,2,,,,,,,,2,1,1,2,,1,1,2,,,,,,4,,,,2,,,1,,,,2,1,23
2024,F101110100010,2K28,01,1,北海道大学,2,水産科学院,2,1,海洋生物資源科学,K823,女,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,2,,4,1,,,,,1,,,,,11,,,,,1,,,,,,1,,,,3,1,,,1,,,,,,,2,1,,,,,,,,,,1,,11
2024,F101110100010,2K28,01,1,北海道大学,2,水産科学院,2,1,海洋応用生命科学,K824,男,4,,1,,4,3,1,,1,5,,1,3,,,,,,,,,,,,,,,,,,,,3,3,1,2,1,,,1,,,,,34,,,,,17,,,2,,,,,1,6,1,2,,,1,1,,,,,,1,,,,,,,2,,,,,,34
2024,F101110100010,2K28,01,1,北海道大学,2,水産科学院,2,1,海洋応用生命科学,K824,女,2,2,,,2,1,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12,,,,,5,,,1,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,,,2,,12
2024,F101110100010,2K30,01,1,北海道大学,2,農学院,2,1,農学（系）,K101,男,11,2,1,1,3,8,,,,,,18,3,,,,,,,,,,,,,,,,,1,,5,2,5,6,,,2,,2,,,,5,75,3,,,2,13,1,,8,,,1,,2,,1,18,,,2,2,2,,,3,,6,,1,,,1,,1,,2,5,1,,75
2024,F101110100010,2K30,01,1,北海道大学,2,農学院,2,1,農学（系）,K101,女,11,3,,,4,3,1,,1,,6,2,7,,,,,,,,,,,,,,,,,,,3,1,4,6,3,,,,,,,,5,60,5,,,3,15,,,5,,2,1,,3,,3,5,,,2,1,1,,,1,,6,,,,,,,,,1,4,2,,60
2024,F101110100010,2M56,01,1,北海道大学,2,大学院保健科学院,2,1,保健科学,O936,男,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,8,,,,,,3,1,,,,,,,,,2,16,,,,,,,,,,,2,1,,,,1,,,1,,,,,,,,,,,,9,,,,,,,2,16
2024,F101110100010,2M56,01,1,北海道大学,2,大学院保健科学院,2,1,保健科学,O936,女,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,,,,1,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,14,,,,,,,2,17
2024,F101110100010,2S17,01,1,北海道大学,2,教育学院,2,1,教育学,S101,男,1,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,,1,,,,1,,0,,,,,,,,1,8,,,,0,,,,,,,0,0,0,,,1,,,,,1,,,0,,,,,1,1,1,0,1,,0,0,1,1,8
2024,F101110100010,2S17,01,1,北海道大学,2,教育学院,2,1,教育学,S101,女,0,,,,,,,,,,,5,,,,0,,,,,,,0,,,,,1,,0,,,,9,,1,,,,,,,,3,19,,,,1,,,,,,,1,2,1,,,6,,,,,0,,,1,,,,,0,1,1,1,0,,1,1,1,1,19
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,環境起学,X182,男,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,8,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,1,,,,,,,,,,3,,,8
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,環境起学,X182,女,,1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,7,,,,,,,,1,,,,,,1,1,2,,,,,,,,,,2,,,,,,,,,,,,,7
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,地球圏科学,F951,男,,,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,1,10,,,,,,,,,1,,,,,,1,3,1,,,,,1,,,,1,,,,,,,,,,1,1,,10
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,地球圏科学,F951,女,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,5,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,5
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,生物圏科学,X183,男,1,3,,1,,3,,,,2,2,5,2,,,,1,,,,,,,,,,,,,,,3,,4,,,,1,,,,,,1,29,2,,,2,3,,,1,1,,,2,,3,,5,,,,1,,,,2,,3,,,1,,,1,,,,1,1,,29
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,生物圏科学,X183,女,1,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,3,,1,,1,,,,,,,,1,11,,,,1,1,,,2,,,,,,1,,,,,,,,,,1,,3,1,,,,,,,,,1,,,11
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,環境物質科学,F9A8,男,4,,1,2,6,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,20,1,,,,,,1,6,2,1,5,1,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,20
2024,F101110100010,2Y51,01,1,北海道大学,2,環境科学院,2,1,環境物質科学,F9A8,女,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,4
2024,F101110100010,2Y68,01,1,北海道大学,2,生命科学院,2,1,生命科学,X159,男,12,,,,4,3,1,,1,2,,2,2,,,,,,,,,,,,,,,,,,,2,,3,2,,,,,,,1,,1,36,,,,,3,2,,17,1,,1,,,1,,3,1,1,1,1,,1,,,,3,,,,,,,,,,,,,36
2024,F101110100010,2Y68,01,1,北海道大学,2,生命科学院,2,1,生命科学,X159,女,3,,1,,1,2,1,,1,1,,1,2,,,,,,,,,,,,,,,,,,,3,,3,4,,,,,,,,,4,27,,,,,1,1,1,6,,1,,1,,,,1,,3,,1,1,,,3,,3,,,,,2,,,,,,1,1,27
2024,F101110100010,2Y77,01,1,北海道大学,2,国際広報メディア・観光学院,2,1,国際広報メディア・観光学院,X9J8,男,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,4,12,,,,1,,,,,,,,,,,,4,1,,1,,,,,,,1,,1,,,,,1,,1,,1,,12
2024,F101110100010,2Y77,01,1,北海道大学,2,国際広報メディア・観光学院,2,1,国際広報メディア・観光学院,X9J8,女,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,9,,3,,,,,,,,7,22,,,,,1,,1,,,,,1,,,,7,2,,1,,,,,,,,,4,,,1,,1,,1,,,2,22
2024,F101110100010,2Z49,01,1,北海道大学,2,医理工学院,2,1,医理工学,X9H8,男,1,,,1,,,,1,,,,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8,,,,,,,,,1,,,1,,,,5,,,,,,,,,,,,,,,1,,,,,,,,8
2024,F101110100010,2Z49,01,1,北海道大学,2,医理工学院,2,1,医理工学,X9H8,女,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,言語文学,A1B3,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,言語文学,A1B3,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,思想文化学,A346,男,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,2
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,思想文化学,A346,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,歴史地域文化学,B991,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,歴史地域文化学,B991,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,人間システム科学,X345,男,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,2
2024,F101110100010,4A01,01,1,北海道大学,2,文学研究科,3,1,人間システム科学,X345,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
2024,F101110100010,4A58,01,1,北海道大学,2,文学院,3,1,人文学,B936,男,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,5
2024,F101110100010,4A58,01,1,北海道大学,2,文学院,3,1,人文学,B936,女,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,,4
2024,F101110100010,4A58,01,1,北海道大学,2,文学院,3,1,人間科学,B9C5,男,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,4
2024,F101110100010,4A58,01,1,北海道大学,2,文学院,3,1,人間科学,B9C5,女,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F101110100010,4C01,01,1,北海道大学,2,法学研究科,3,1,法学政治学,C140,男,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,4
2024,F101110100010,4C01,01,1,北海道大学,2,法学研究科,3,1,法学政治学,C140,女,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
2024,F101110100010,4D60,01,1,北海道大学,2,経済学院,3,1,現代経済経営,C288,男,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,5
